Name,English name,Episodes,Aired,Genres,Score
Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,12,"Feb 6, 2003 to Apr 24, 2003","Action, Drama, Romance, Sci-Fi",6.73
Gungrave,Gungrave,26,"Oct 7, 2003 to Mar 30, 2004","Action, Drama, Sci-Fi",7.83
Bleach,Bleach,366,"Oct 5, 2004 to Mar 27, 2012","Action, Adventure, Fantasy",7.92
Hellsing,Hellsing,13,"Oct 11, 2001 to Jan 17, 2002","Action, Horror, Supernatural",7.49
Gad Guard,UNKNOWN,26,"Apr 16, 2003 to Sep 25, 2003","Action, Adventure, Sci-Fi",6.65
Noir,Noir,26,"Apr 6, 2001 to Sep 28, 2001","Action, Drama, Mystery",7.29
Mahoutsukai ni Taisetsu na Koto,Someday's Dreamers,12,"Jan 10, 2003 to Mar 28, 2003",Slice of Life,6.71
Viewtiful Joe,UNKNOWN,51,"Oct 2, 2004 to Sep 24, 2005","Action, Comedy, Sci-Fi",6.74
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,13,"Oct 4, 2003 to Dec 27, 2003","Fantasy, Horror, Mystery, Supernatural",7.1
Animal Yokochou,Animal Lane,51,"Oct 4, 2005 to Sep 26, 2006","Adventure, Comedy, Fantasy",7.26
Akane Maniax,UNKNOWN,3,"Nov 25, 2004 to Aug 26, 2005","Comedy, Romance",5.73
Angel Heart,UNKNOWN,50,"Oct 4, 2005 to Sep 26, 2006","Action, Drama, Mystery, Romance",7.25
Akage no Anne,Anne of Green Gables,50,"Jan 7, 1979 to Dec 30, 1979",Drama,7.77
Area 88 (TV),UNKNOWN,12,"Jan 9, 2004 to Mar 26, 2004","Action, Drama, Romance",7.0
Argento Soma,UNKNOWN,25,"Oct 6, 2000 to Mar 22, 2001","Action, Adventure, Drama, Sci-Fi",6.76
B'T X,UNKNOWN,25,"Apr 6, 1996 to Sep 21, 1996","Adventure, Sci-Fi",7.03
Grappler Baki (TV),Baki the Grappler,24,"Jan 9, 2001 to Jun 26, 2001",Sports,7.47
Bakuten Shoot Beyblade,Beyblade,51,"Jan 8, 2001 to Dec 24, 2001","Action, Adventure, Comedy, Sports",6.76
Comic Party,Comic Party,13,"Apr 2, 2001 to Jun 25, 2001","Comedy, Drama",6.58
Seikai no Monshou,Crest of the Stars,13,"Jan 3, 1999 to Mar 28, 1999","Action, Romance, Sci-Fi",7.64
D.C.S.S: Da Capo Second Season,D.C.S.S. ~Da Capo Second Season~,26,"Jul 2, 2005 to Dec 24, 2005","Comedy, Drama, Romance, Supernatural",6.95
Dear Boys,Hoop Days,26,"Apr 7, 2003 to Sep 29, 2003","Drama, Sports",6.78
Di Gi Charat,UNKNOWN,16,"Nov 30, 1999 to Dec 24, 1999","Comedy, Fantasy, Sci-Fi",6.8
Divergence Eve,UNKNOWN,13,"Jul 2, 2003 to Sep 24, 2003","Adventure, Comedy, Drama, Sci-Fi",6.0
Divergence Eve 2: Misaki Chronicles,Misaki Chronicle: Divergence Eve,13,"Jan 3, 2004 to Mar 27, 2004","Adventure, Drama, Sci-Fi",6.41
Dragon Drive,Dragon Drive,38,"Jul 4, 2002 to Mar 27, 2003","Action, Adventure, Comedy, Fantasy, Sci-Fi",6.69
.hack//Tasogare no Udewa Densetsu,.hack//Legend of The Twilight,12,"Jan 9, 2003 to Mar 27, 2003","Adventure, Comedy, Fantasy",6.56
.hack//Liminality,.hack//Liminality,4,"Jun 20, 2002 to Apr 10, 2003",Mystery,6.59
3x3 Eyes,3x3 Eyes,4,"Jul 25, 1991 to Mar 19, 1992","Action, Fantasy, Horror, Romance",6.71
Cinderella Boy,UNKNOWN,13,"Jun 21, 2003 to Sep 13, 2003","Action, Adventure, Comedy, Mystery",6.28
Mirai Shounen Conan,Future Boy Conan,26,"Apr 4, 1978 to Oct 31, 1978","Adventure, Drama, Sci-Fi",8.1
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,Oh! My Goddess: The Adventures of Mini-Goddess,48,"Apr 6, 1998 to Mar 29, 1999","Comedy, Supernatural",6.89
Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,1,"Oct 21, 2000","Comedy, Romance, Supernatural",7.54
Abashiri Ikka,UNKNOWN,4,"May 21, 1991 to Nov 21, 1991","Action, Comedy",5.28
Kerokko Demetan,Adventures On Rainbow Pond,39,"Jan 2, 1973 to Sep 25, 1973","Comedy, Fantasy",6.02
Zettai Shounen,UNKNOWN,26,"May 21, 2005 to Nov 19, 2005","Drama, Fantasy, Mystery, Sci-Fi",6.85
Akahori Gedou Hour Rabuge,Akahori's Heretical Hour Love Game,13,"Jul 5, 2005 to Sep 27, 2005",Comedy,6.13
"Chiisana Obake: Acchi, Kocchi, Socchi",Three Little Ghosts,50,"Apr 9, 1991 to Apr 7, 1992","Comedy, Supernatural",5.99
Ace wo Nerae!,UNKNOWN,26,"Oct 5, 1973 to Mar 29, 1974","Drama, Romance, Sports",7.11
Ace wo Nerae! Final Stage,UNKNOWN,12,"Oct 25, 1989 to Apr 25, 1990","Drama, Sports",6.85
Ace wo Nerae! (1979),Aim for the Ace! (1979),1,"Sep 8, 1979","Drama, Romance, Sports",6.93
Ace wo Nerae! 2,UNKNOWN,13,"Jul 25, 1988 to Oct 25, 1988","Drama, Sports",7.17
Xiao Qian,A Chinese Ghost Story,1,"Jul 31, 1997","Action, Drama, Fantasy, Romance",6.34
Final Fantasy VII: Advent Children,UNKNOWN,1,"Sep 14, 2005","Action, Fantasy",7.72
Paradise Kiss,Paradise Kiss,12,"Oct 14, 2005 to Dec 30, 2005","Drama, Romance",7.85
Mousou Dairinin,Paranoia Agent,13,"Feb 3, 2004 to May 18, 2004","Avant Garde, Drama, Mystery, Supernatural, Suspense",7.67
Kidou Keisatsu Patlabor: On Television,Patlabor: The Mobile Police - The TV Series,47,"Oct 11, 1989 to Sep 26, 1990","Comedy, Sci-Fi",7.67
Peach Girl,Peach Girl: Super Pop Love Hurricane,25,"Jan 8, 2005 to Jun 25, 2005","Drama, Romance",6.94
Petshop of Horrors,Pet Shop of Horrors,4,"Mar 2, 1999 to Mar 23, 1999","Horror, Mystery, Supernatural",7.24
Puchi Pri*Yucie,Petite Princess Yucie,26,"Sep 30, 2002 to Mar 24, 2003","Comedy, Fantasy",7.44
Piano (TV),Piano: The Melody of a Young Girl's Heart,10,"Nov 11, 2002 to Jan 13, 2003","Drama, Romance, Slice of Life",5.98
Planetes,Planetes,26,"Oct 4, 2003 to Apr 17, 2004","Award-Winning, Drama, Romance, Sci-Fi",8.26
Mahoujin Guruguru,Magical Circle Guru Guru,45,"Oct 13, 1994 to Sep 14, 1995","Adventure, Comedy, Fantasy",7.6
Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,38,"Apr 4, 2000 to Dec 26, 2000","Adventure, Comedy, Fantasy",7.1
Mama wa Shougaku 4 Nensei,Mama is Just a Fourth Grade Pupil,51,"Jan 10, 1992 to Dec 25, 1992","Award-Winning, Comedy, Drama, Sci-Fi",7.41
Marmalade Boy,Marmalade Boy,76,"Mar 13, 1994 to Sep 3, 1995","Comedy, Drama, Romance",7.44
Matantei Loki Ragnarok,Mythical Detective Loki Ragnarok,26,"Apr 5, 2003 to Sep 27, 2003","Comedy, Mystery, Supernatural",7.25
Ginyuu Mokushiroku Meine Liebe,UNKNOWN,13,"Nov 4, 2004 to Feb 3, 2005",Fantasy,6.43
Psychic Academy,Psychic Academy,24,"Mar 29, 2002 to Sep 13, 2002","Comedy, Romance, Supernatural",6.19
Versailles no Bara,The Rose of Versailles,40,"Oct 10, 1979 to Sep 3, 1980","Drama, Romance",8.33
Serial Experiments Lain,Serial Experiments Lain,13,"Jul 6, 1998 to Sep 28, 1998","Avant Garde, Award-Winning, Drama, Mystery, Sci-Fi, Supernatural",8.08
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,26,"Apr 6, 2004 to Sep 28, 2004",Action,7.55
Spiral: Suiri no Kizuna,Spiral: Bond of Reasoning,25,"Oct 1, 2002 to Mar 25, 2003","Drama, Mystery",7.22
Starship Operators,UNKNOWN,13,"Jan 5, 2005 to Mar 30, 2005","Drama, Sci-Fi",7.01
Tsukuyomi: Moon Phase,Tsukuyomi: Moon Phase,25,"Oct 5, 2004 to Mar 29, 2005","Comedy, Fantasy, Romance",6.94
Futatsu no Spica,Twin Spica,20,"Nov 1, 2003 to Mar 27, 2004","Drama, Sci-Fi, Supernatural",7.37
Eikoku Koi Monogatari Emma,Emma: A Victorian Romance,12,"Apr 3, 2005 to Jun 19, 2005","Drama, Romance",7.62
W: Wish,Double Wish,13,"Oct 3, 2004 to Dec 26, 2004","Drama, Romance, Slice of Life",6.14
Wild Arms: Twilight Venom,Wild Arms,22,"Oct 18, 1999 to Mar 27, 2000","Action, Adventure, Fantasy, Sci-Fi",6.67
Binzume Yousei,Bottle Fairy,13,"Oct 4, 2003 to Dec 27, 2003","Comedy, Fantasy",6.43
Magical Canan,Magical Kanan,13,"Jan 1, 2005 to Mar 26, 2005","Drama, Fantasy, Supernatural",6.16
Ojamajo Doremi,Magical DoReMi,51,"Feb 7, 1999 to Jan 30, 2000","Comedy, Fantasy",7.29
Ojamajo Doremi Sharp,UNKNOWN,49,"Feb 6, 2000 to Jan 28, 2001","Comedy, Fantasy",7.43
Motto! Ojamajo Doremi,UNKNOWN,50,"Feb 4, 2001 to Jan 27, 2002","Comedy, Fantasy",7.44
Ojamajo Doremi Dokkaan!,UNKNOWN,51,"Feb 3, 2002 to Jan 26, 2003","Comedy, Fantasy",7.72
Shakugan no Shana,Shakugan no Shana: Season I,24,"Oct 6, 2005 to Mar 23, 2006","Action, Drama, Fantasy, Romance",7.45
Fate/stay night,Fate/stay night,24,"Jan 7, 2006 to Jun 17, 2006","Action, Fantasy, Romance, Supernatural",7.28
"Iriya no Sora, UFO no Natsu","Sky of Iriya, Summer of UFO",6,"Feb 25, 2005 to Jun 29, 2005","Drama, Romance, Sci-Fi",6.93
I'll/CKBC,I'll/CKBC,2,"Dec 18, 2002 to Mar 26, 2003","Action, Sports",6.19
Himiko-den,Legend of Himiko,12,"Jan 7, 1999 to Apr 1, 1999","Adventure, Drama, Fantasy, Supernatural",6.17
Memories Off,UNKNOWN,3,"Nov 21, 2001 to Mar 6, 2002","Drama, Romance",5.78
Memories Off 2nd,UNKNOWN,3,"Jan 22, 2003 to May 21, 2003","Drama, Romance",6.14
Memories Off 3.5,UNKNOWN,4,"May 12, 2004 to Oct 20, 2004","Drama, Romance",6.13
Gallery Fake,UNKNOWN,37,"Jan 9, 2005 to Sep 25, 2005",Mystery,7.4
Akazukin Chacha OVA,UNKNOWN,3,"Dec 6, 1995 to Mar 6, 1996","Comedy, Fantasy",7.0
Boogiepop wa Warawanai,Boogiepop Phantom,12,"Jan 5, 2000 to Mar 22, 2000","Avant Garde, Drama, Horror, Mystery, Supernatural",7.16
Cardcaptor Sakura Movie 1,Cardcaptor Sakura The Movie,1,"Aug 21, 1999","Award-Winning, Comedy, Drama, Fantasy",7.63
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Cardcaptor Sakura Movie 2: The Sealed Card,1,"Jul 15, 2000","Award-Winning, Comedy, Drama, Fantasy, Romance",8.21
Bannou Bunka Neko-Musume,All Purpose Cultural Cat Girl Nuku Nuku,6,"Oct 21, 1992 to May 25, 1994","Adventure, Comedy, Sci-Fi",6.74
Bannou Bunka Neko-Musume (1998),All Purpose Cultural Cat Girl Nuku Nuku TV,12,"Jan 7, 1998 to Mar 25, 1998","Action, Adventure, Comedy, Sci-Fi",6.62
eX-Driver,UNKNOWN,6,"Jul 25, 2000 to Sep 25, 2001","Action, Adventure, Comedy, Sci-Fi",6.66
eX-Driver the Movie,UNKNOWN,1,"Apr 20, 2002","Action, Adventure, Comedy, Sci-Fi",6.56
Heppoko Jikken Animation Excel♥Saga,Excel Saga,26,"Oct 8, 1999 to Mar 31, 2000","Comedy, Sci-Fi",7.49
Fushigi Yuugi OVA,Mysterious Play OVA,3,"Oct 25, 1996 to Feb 25, 1997","Adventure, Fantasy, Romance",7.14
Fushigi Yuugi: Dai Ni Bu,Mysterious Play OVA 2,6,"May 25, 1997 to Oct 25, 1998","Adventure, Fantasy, Romance",7.25
Galaxy Angel,UNKNOWN,24,"Apr 8, 2001 to Sep 30, 2001","Comedy, Sci-Fi",7.03
Gantz,Gantz,13,"Apr 13, 2004 to Jun 22, 2004","Action, Drama, Horror, Sci-Fi",6.99
Gilgamesh,Gilgamesh,26,"Oct 2, 2003 to Mar 18, 2004","Drama, Fantasy, Sci-Fi",6.63
H2,UNKNOWN,41,"Jun 1, 1995 to Mar 21, 1996","Comedy, Romance, Sports",7.23
Haibane Renmei,Haibane Renmei,13,"Oct 10, 2002 to Dec 19, 2002","Drama, Fantasy, Mystery",7.97
Capeta,UNKNOWN,52,"Oct 4, 2005 to Sep 26, 2006",Sports,7.83
Karas,Karas,6,"Mar 25, 2005 to Oct 26, 2007","Action, Fantasy, Sci-Fi",7.37
Suzuka,Suzuka,26,"Jul 7, 2005 to Dec 29, 2005","Drama, Romance, Sports",7.18
Tales of Phantasia The Animation,Tales of Phantasia,4,"Nov 25, 2004 to Feb 24, 2006","Adventure, Fantasy",6.79
Yuu☆Yuu☆Hakusho,Yu Yu Hakusho: Ghost Files,112,"Oct 10, 1992 to Jan 7, 1995","Action, Fantasy",8.46
Escaflowne,Escaflowne: A Girl in Gaea,1,"Jun 24, 2000","Adventure, Drama, Fantasy, Romance, Sci-Fi",7.06
Ai Yori Aoshi: Enishi,Ai Yori Aoshi: Enishi,12,"Oct 13, 2003 to Dec 29, 2003","Comedy, Drama, Romance",7.12
Gantz 2nd Stage,Gantz: Second Stage,13,"Aug 26, 2004 to Nov 18, 2004","Action, Drama, Horror, Sci-Fi",7.03
Seikai no Senki,Banner of the Stars,13,"Apr 14, 2000 to Jul 14, 2000","Action, Romance, Sci-Fi",7.67
Seikai no Senki II,Banner of the Stars II,10,"Jul 11, 2001 to Sep 26, 2001","Action, Romance, Sci-Fi",7.8
Seikai no Senki III,Banner of the Stars III,2,"Aug 6, 2005","Action, Romance, Sci-Fi",7.65
Seikai no Senki Special,UNKNOWN,1,"Jul 4, 2001","Action, Romance, Sci-Fi",7.16
Seihou Bukyou Outlaw Star,Outlaw Star,24,"Jan 9, 1998 to Jun 26, 1998","Action, Adventure, Comedy, Sci-Fi",7.84
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X: Reflection,2,"Dec 19, 2001 to Mar 20, 2002","Drama, Romance",7.97
Otogi Juushi Akazukin OVA,UNKNOWN,1,"Feb 20, 2005","Adventure, Comedy, Fantasy",6.3
Blood: The Last Vampire,Blood: The Last Vampire,1,"Nov 18, 2000","Award-Winning, Horror, Supernatural",6.88
Buzzer Beater,UNKNOWN,13,"Feb 5, 2005 to Apr 30, 2005","Sci-Fi, Sports",6.51
Tantei Gakuen Q,Detective School Q,45,"Apr 15, 2003 to Mar 20, 2004","Comedy, Drama, Mystery",7.73
Final Fantasy VII: Last Order,Final Fantasy VII: Last Order,1,"Sep 14, 2005","Action, Adventure, Drama, Fantasy, Sci-Fi",7.3
Gun x Sword,Gun x Sword,26,"Jul 4, 2005 to Dec 26, 2005","Action, Adventure, Drama, Sci-Fi",7.26
Hametsu no Mars,Mars of Destruction,1,"Jul 6, 2005","Horror, Sci-Fi",2.22
Tonari no Yamada-kun,My Neighbors the Yamadas,1,"Jul 17, 1999","Award-Winning, Comedy, Slice of Life",7.12
Kurenai no Buta,Porco Rosso,1,"Jul 18, 1992","Action, Adventure, Award-Winning, Comedy, Drama, Romance",7.95
Ragnarök The Animation,Ragnarok the Animation,26,"Apr 7, 2004 to Sep 29, 2004","Action, Fantasy",6.45
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,"Ranma ½: Big Trouble in Nekonron, China",1,"Nov 2, 1991","Adventure, Comedy",7.23
Samurai Deeper Kyou,Samurai Deeper Kyo,26,"Jul 2, 2002 to Dec 24, 2002","Adventure, Comedy, Supernatural",6.9
Spriggan,Spriggan,1,"Sep 5, 1998","Adventure, Sci-Fi",6.67
Stratos 4,UNKNOWN,13,"Jan 5, 2003 to Mar 30, 2003","Comedy, Sci-Fi",6.74
Stratos 4 OVA,UNKNOWN,2,"May 25, 2004 to Aug 1, 2004","Comedy, Sci-Fi",6.66
Stratos 4 Advance,UNKNOWN,6,"Mar 5, 2005 to Jan 27, 2006","Comedy, Sci-Fi",6.78
Dirty Pair,Dirty Pair,24,"Jul 15, 1985 to Dec 26, 1985","Adventure, Comedy, Sci-Fi",7.2
Final Fantasy,Legend of the Crystals: Final Fantasy,4,"Mar 21, 1994 to Jul 21, 1994","Action, Adventure, Comedy, Fantasy",6.11
Kaleido Star,Kaleido Star,51,"Apr 3, 2003 to Mar 27, 2004","Comedy, Drama, Fantasy",7.91
Kaleido Star: Aratanaru Tsubasa - Extra Stage,Kaleido Star: New Wings Extra Stage,1,"Sep 24, 2004","Adventure, Comedy, Drama",7.47
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,1,"Dec 11, 2005","Comedy, Drama",7.84
Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,1,"Jul 23, 2005","Award-Winning, Comedy, Drama, Fantasy",7.52
Howl no Ugoku Shiro,Howl's Moving Castle,1,"Nov 20, 2004","Adventure, Award-Winning, Drama, Fantasy, Romance",8.66
Iria: Zeiram The Animation,Iria: Zeiram The Animation,6,"Jun 23, 1994 to Nov 21, 1994","Action, Adventure, Sci-Fi",7.07
"Kumo no Mukou, Yakusoku no Basho",The Place Promised in Our Early Days,1,"Nov 20, 2004","Award-Winning, Drama, Romance, Sci-Fi",7.45
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Legend of Lemnear,1,"Jul 25, 1989","Action, Adventure, Fantasy",5.51
Magic Knight Rayearth,Magic Knight Rayearth,20,"Oct 17, 1994 to Mar 13, 1995","Adventure, Comedy, Drama, Fantasy",7.47
Perfect Blue,Perfect Blue,1,"Feb 28, 1998","Avant Garde, Drama, Horror",8.54
Phantom The Animation,Phantom: The Animation,3,"Feb 27, 2004 to Nov 26, 2004","Action, Drama",6.46
RG Veda,RG Veda,2,"Jun 1, 1991 to Jun 21, 1992","Adventure, Drama, Fantasy",6.07
Shoujo Kakumei Utena,Revolutionary Girl Utena,39,"Apr 2, 1997 to Dec 24, 1997","Award-Winning, Comedy, Drama, Fantasy, Mystery",8.2
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Naruto the Movie 1: Ninja Clash in the Land of Snow,1,"Aug 21, 2004","Action, Adventure, Fantasy",7.11
Tales of Eternia The Animation,Tales of Eternia,13,"Jan 8, 2001 to Mar 26, 2001","Adventure, Comedy, Fantasy, Romance",6.19
Weiß Kreuz Glühen,Knight Hunters Eternity,13,"Nov 28, 2002 to Mar 20, 2003","Action, Drama",6.53
Weiß Kreuz,Knight Hunters,25,"Apr 9, 1998 to Oct 1, 1998","Action, Drama",6.69
Tenjou Tenge: The Ultimate Fight,Tenjho Tenge: The Ultimate Fight,2,"Mar 16, 2005","Adventure, Drama, Romance, Supernatural",7.03
InuYasha Movie 4: Guren no Houraijima,InuYasha the Movie 4: Fire on the Mystic Island,1,"Dec 23, 2004","Action, Adventure, Fantasy, Romance",7.55
InuYasha Movie 2: Kagami no Naka no Mugenjo,InuYasha the Movie 2: The Castle Beyond the Looking Glass,1,"Dec 21, 2002","Action, Adventure, Fantasy, Romance",7.67
InuYasha Movie 3: Tenka Hadou no Ken,InuYasha the Movie 3: Swords of an Honorable Ruler,1,"Dec 20, 2003","Action, Adventure, Fantasy, Romance",7.8
InuYasha Movie 1: Toki wo Koeru Omoi,InuYasha the Movie: Affections Touching Across Time,1,"Dec 22, 2001","Action, Adventure, Fantasy, Romance",7.56
.hack//Gift,.hack//Gift,1,"Nov 16, 2003","Comedy, Fantasy",6.1
Fantastic Children,Fantastic Children,26,"Oct 5, 2004 to Mar 29, 2005","Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",7.53
Gokujou Seitokai,Best Student Council,26,"Apr 7, 2005 to Sep 29, 2005","Comedy, Slice of Life",6.96
Mushishi,Mushi-Shi,26,"Oct 23, 2005 to Jun 19, 2006","Adventure, Mystery, Slice of Life, Supernatural",8.66
One Piece Movie 01,One Piece: The Movie,1,"Mar 4, 2000","Action, Adventure, Fantasy",7.09
One Piece Movie 02: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,1,"Mar 3, 2001","Action, Adventure, Fantasy",7.1
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku,One Piece: Chopper Kingdom of Strange Animal Island,1,"Mar 2, 2002","Action, Adventure, Fantasy",6.87
One Piece Movie 04: Dead End no Bouken,One Piece: Dead End,1,"Mar 1, 2003","Action, Adventure, Fantasy",7.53
One Piece Movie 05: Norowareta Seiken,One Piece: The Curse of the Sacred Sword,1,"Mar 6, 2004","Action, Adventure, Fantasy",7.13
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,One Piece: Baron Omatsuri and the Secret Island,1,"Mar 5, 2005","Action, Adventure, Drama, Fantasy",7.74
One Piece Movie 07: Karakuri-jou no Mecha Kyohei,One Piece: The Giant Mechanical Soldier of Karakuri Castle,1,"Mar 4, 2006","Action, Adventure, Fantasy",7.2
One Piece: Taose! Kaizoku Ganzack,One Piece: Defeat the Pirate Ganzack!,1,"Jul 26, 1998","Action, Adventure, Fantasy",6.7
Koukaku Kidoutai: Stand Alone Complex,Ghost in the Shell: Stand Alone Complex,26,"Oct 1, 2002 to Oct 1, 2003","Action, Award-Winning, Sci-Fi",8.42
Innocence,Ghost in the Shell 2: Innocence,1,"Mar 6, 2004","Award-Winning, Sci-Fi",7.79
Karin,Karin,24,"Nov 3, 2005 to May 11, 2006","Comedy, Romance, Supernatural",7.11
Okusama wa Joshikousei (TV),My Wife is a High School Girl,13,"Jul 2, 2005 to Sep 24, 2005","Comedy, Drama, Romance",6.3
To Heart 2,To Heart 2,13,"Oct 4, 2005 to Jan 3, 2006","Comedy, Drama, Romance",6.51
To Heart,To Heart,13,"Apr 2, 1999 to Jun 25, 1999","Drama, Romance",6.6
Tide-Line Blue,UNKNOWN,12,"Jul 7, 2005 to Sep 29, 2005","Action, Adventure, Drama",6.6
Macross Plus,UNKNOWN,4,"Aug 25, 1994 to Jun 25, 1995","Drama, Romance, Sci-Fi",7.71
Hotori: Tada Saiwai wo Koinegau,UNKNOWN,1,"Aug 28, 2005","Drama, Sci-Fi",6.86
Ginban Kaleidoscope,Skating Rink Kaleidoscope,12,"Oct 9, 2005 to Dec 25, 2005","Drama, Romance, Sports, Supernatural",7.31
Aria the Animation,Aria the Animation,13,"Oct 6, 2005 to Dec 29, 2005","Fantasy, Sci-Fi, Slice of Life",7.67
Sousei no Aquarion,Aquarion,26,"Apr 5, 2005 to Sep 27, 2005","Action, Fantasy, Romance, Sci-Fi",7.09
Ueki no Housoku,The Law of Ueki,51,"Apr 4, 2005 to Mar 27, 2006","Action, Adventure, Supernatural",7.72
Yu☆Gi☆Oh! Duel Monsters,Yu-Gi-Oh!,224,"Apr 18, 2000 to Sep 29, 2004","Action, Adventure, Fantasy",7.48
Yu☆Gi☆Oh! Duel Monsters GX,Yu-Gi-Oh! GX,180,"Oct 6, 2004 to Mar 26, 2008","Action, Comedy, Fantasy",7.19
Kurau Phantom Memory,UNKNOWN,24,"Jun 25, 2004 to Dec 16, 2004","Action, Drama, Sci-Fi",7.29
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Saiyuki: Requiem,1,"Aug 18, 2001","Adventure, Supernatural",7.31
Damekko Doubutsu,UNKNOWN,26,"Jan 17, 2005 to Feb 21, 2005","Comedy, Slice of Life",7.23
Kino no Tabi: The Beautiful World,Kino's Journey,13,"Apr 8, 2003 to Jul 8, 2003","Action, Adventure, Slice of Life",8.29
Ichigo Mashimaro,Strawberry Marshmallow,12,"Jul 15, 2005 to Oct 14, 2005","Comedy, Slice of Life",7.63
Kamichu!,Kamichu!,12,"Jun 29, 2005 to Sep 27, 2005","Award-Winning, Comedy, Drama, Slice of Life, Supernatural",7.36
Paniponi Dash!,Pani Poni Dash!,26,"Jul 4, 2005 to Dec 26, 2005",Comedy,7.43
Armitage III: Dual-Matrix,UNKNOWN,1,"Jun 25, 2002","Action, Adventure, Sci-Fi",6.81
Armitage III: Poly-Matrix,UNKNOWN,1,"Apr 20, 1996","Action, Adventure, Romance, Sci-Fi",7.05
Kamui no Ken,UNKNOWN,1,"Mar 9, 1985","Adventure, Drama, Fantasy",6.61
Haja Taisei Dangaiou,Great Planet Evil-Destroyer Dangaio,3,"Sep 28, 1987 to Jul 25, 1989","Action, Adventure, Sci-Fi",6.08
Makai Toshi Shinjuku,Demon City Shinjuku,1,"Oct 25, 1988","Adventure, Horror, Romance, Supernatural",6.15
Doraemon,UNKNOWN,26,"Apr 1, 1973 to Sep 30, 1973","Adventure, Comedy, Fantasy",7.37
Dragon Ball Movie 1: Shen Long no Densetsu,Dragon Ball: Curse of the Blood Rubies,1,"Dec 20, 1986","Action, Adventure, Comedy, Fantasy",6.77
Eien no Aselia,The Eternal Aseria,2,"Jun 24, 2005 to Mar 24, 2006","Adventure, Drama, Fantasy",5.33
Fatal Fury: The Motion Picture,Fatal Fury: The Motion Picture,1,"Jul 16, 1994","Action, Adventure, Drama, Romance",6.56
Fushigiboshi no☆Futagohime,UNKNOWN,51,"Apr 2, 2005 to Mar 25, 2006","Comedy, Fantasy",7.36
Glass no Kamen,UNKNOWN,23,"Apr 9, 1984 to Sep 24, 1984","Drama, Romance",7.35
Tottoko Hamtarou,Hamtaro,296,"Jul 7, 2000 to Mar 31, 2006","Adventure, Comedy",6.99
I My Me! Strawberry Eggs,I My Me! Strawberry Eggs,13,"Jul 4, 2001 to Sep 26, 2001","Comedy, Drama, Romance",6.76
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,13,"Oct 2, 2004 to Dec 25, 2004","Comedy, Drama, Romance",5.77
Kidou Shinsengumi Moeyo Ken TV,Moeyo Ken TV,13,"Jul 2, 2005 to Sep 24, 2005","Adventure, Comedy, Fantasy",6.12
Majo no Takkyuubin,Kiki's Delivery Service,1,"Jul 29, 1989","Adventure, Award-Winning, Comedy, Drama, Fantasy",8.22
Tenkuu no Shiro Laputa,Castle in the Sky,1,"Aug 2, 1986","Adventure, Award-Winning, Fantasy, Romance, Sci-Fi",8.26
Cossette no Shouzou,Le Portrait de Petit Cossette,3,"Apr 11, 2004 to Dec 22, 2004","Drama, Horror, Romance, Supernatural",6.79
Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,1,"Jul 29, 1995","Action, Adventure, Fantasy, Supernatural",6.01
Keroro Gunsou,Sgt. Frog,358,"Apr 3, 2004 to Apr 4, 2011","Comedy, Sci-Fi",7.69
School Rumble: Ichi Gakki Hoshuu,School Rumble: Extra Class,2,"Dec 22, 2005","Comedy, Romance",7.71
Mahoraba: Heartful days,UNKNOWN,26,"Jan 10, 2005 to Jun 27, 2005","Comedy, Drama, Romance",7.29
Marmalade Boy Movie,UNKNOWN,1,"Mar 4, 1995",Romance,7.3
Mermaid Melody Pichi Pichi Pitch,Mermaid Melody: Pichi Pichi Pitch,52,"Apr 5, 2003 to Mar 27, 2004","Adventure, Comedy, Romance",7.15
Metropolis,UNKNOWN,1,"May 26, 2001","Adventure, Drama, Romance, Sci-Fi",7.52
