date,city,state,shape,comments
2002-02-27,Los Angeles,CA,Sphere,SEVERAL WITNESS MULTI-OBJECT EVENING IN lOS aNGELES  THE NIGHT OF THE COMET 02-27-02
2002-02-26,San Bernardino,CA,Fireball,Fast moving Fireball with no certain direction!
2002-02-25,Grass Valley,CA,Sphere,Watching the flight pattern from Beal Airforce Base that runs along the northeast section of the sky over Alta Sierra(a sub-division of
2002-02-24,Placentia,CA,Changing,"Rumbling UFO spotted over Placentia, CA."
2002-02-24,Sunnyvale,CA,Triangle,"Silent, Dark and Stealthlike this craft ""coasted"" by in the night sky."
2002-02-24,Pacific Palasades,CA,Rectangle,"The object flosted across the sky,  barely lit from the light of the moon. Then it changed directions.. Was it a bird? Was it a plane?"
2002-02-19,Ceres,CA,Rectangle,"Illuminated upside down bread pan like  moving, silent object."
2002-02-18,Anaheim,CA,Disk,silent oval ufo
2002-02-18,Orange County,CA,Light,Slowly blinking light
2002-02-14,Oxnard,CA,Disk,I thought it was a shooting star.......but boy was i mistaken!
2002-02-11,Covina,CA,Other,"Without sound, and very well lit-up, it sparatically moved left to right, at times glidding downward at a right angle."
2002-02-10,Lancaster,CA,Disk,"I went camping in the middle of the desert and in the middle of the night I decided to stargaze. After seeing many stars, I saw this br"
2002-02-10,Lancaster,CA,Disk,"Saucer in one position in sky, all of a sudden jets off and leaves a long trail of yellow behind it and disappears"
2002-02-09,San Diego,CA,Circle,"Large, burning ball spotted drifting in the sky above San Diego on Feb. 9, 2002"
2002-02-09,Napa,CA,Cigar,White wingless object seen flying above Napa California
2002-02-06,Temecula,CA,Formation,"well,.me and two friend, where at a gas station in temecula california,..when of in the distance,....could be seen,5 to 7 lights in a s"
2002-02-04,Downey,CA,Circle,"1 light, joined by two more form triangle and perform some formations, before disappearing and flying away in a pattern."
2002-02-03,Eagle Rock,CA,Other,"I HAVE A CO WOKER THAT CAPTURED AMAZING FOOTAGE OF A UFO , THAT HAD A BEE HIVE LOOKING SHAPE WITH A HIGH ENERGY GREEN COLOR GLOWING ARO"
2002-02-01,Ripon,CA,Triangle,"Unidentified dark triangular object stationary in the sky over Ripon, CA."
2002-02-01,Avila Beach (Diablo Canyon Nucular power Plant),CA,Cigar,Craft sighted at a nucular power plant
2002-01-31,Monterey,CA,Unknown,"I saw a craft-like object, huge bright light in the middle, surrounded by blinking red lights, hanging in the sky for 1 1/2 min."
2002-01-30,Fortuna,CA,Circle,"Bright orange object once again seen over Fortuna, CA"
2002-01-29,Antioch,CA,Formation,"Witnessed three glowing objects in sky in a perfect isoceles triangle and watched two accelerate into the distance very, very fast."
2002-01-26,Antioch,CA,Fireball,Fireball Frequesntly Seen In Antioch CA
2002-01-25,Reseda (San Fernando Valley),CA,Unknown,"object moving at great speed, stopping as if at the end of a pendulum, and then swung back, repeating the same movement many times."
2002-01-24,San Francisco,CA,Formation,"Huge, moving, bright formation of lights seen very close to buildings around Lower Pacific Heights, in San Francisco, CA"
2002-01-24,Del Mar,CA,Disk,Five silver disks produce five different messages in the sky on a clear bright Sunday afternoon.
2002-01-23,Banning,CA,Chevron,"A structure of lights, resembling the Phoenix Lights, appeared near Banning & Morongo, California on 01/23/02 at 1910 hrs."
2002-01-18,Antioch,CA,Fireball,Two orange objects seen one dropping smaller orange lights underneath it.
2002-01-16,Oakland,CA,Light,"Stationary, bright white light blinking smaller, colored lights in eastern sky."
2002-01-15,Hayward,CA,Orb,"Large bright red light hovers and shoots off before dropping smaller red/orange lights, one drops then moves at a right angle."
2002-01-13,San Bernardino,CA,Orb,"Eastern part of the sky towards direction of brightest star in the sky.

Dull orange colored orb.

High altitude much higher than a"
2002-01-12,Monterey,CA,Triangle,"Silent, craft flying at an average speed with lights in a triangular pattern."
2002-01-12,San Bernardino County,CA,Unknown,for every government agency would finally put the rumors to rest and tell the truth
2002-01-11,Santa Barbara,CA,Diamond,Bright diamond objects with pulsating blue lights.
2002-01-11,Point Mugu,CA,Changing,IT WAS BY A CAMPSITE NEAR A NAVAL BASE OVER THE OCEAN.  AT FIRST THEIR WERE TWO LIGHT IN THE WATER AND A LIGHT ABOUT 100FT ABOVE THE TW
2002-01-07,Turlock,CA,Orb,"5 White luminescent objects were seen in single file, equally spaced, East to West path and covered 115 degrees of sky in 10 seconds."
2002-01-06,Fallbrook,CA,Light,"About 9.30pm I was walking my dog when I heard a military jet aproaching from the southeast, I saw a light which apeared to be a jet be"
2002-01-06,Yucca Valley,CA,Disk,"1991 Yucca Valley, California These vessels are round and saucer shaped, plain with no identifying marks/a drab silver grey in color an"
2002-01-05,Santa Barbara,CA,Disk,2 Fling Discs Seen In Santa Barbara 1-5-02
2001-12-24,Bellflower,CA,Light,dramatic movements by red object in sky captured on video
2001-12-24,Ontario,CA,Disk,Sationary black dots giving off smoke puffs(exhaust) for at least half an hour.
2001-12-20,Downey,CA,Circle,Slow moving bright white circular craft moving from Long Beach CA . to LAX with bright scanning light pointing upward.
2001-12-19,Newark,CA,Unknown,Bright remoted object at same location; brightness changed several times
2001-12-18,Vista,CA,Oval,"helicopter shaped craft, many lights, no chopper blades, 10pm san diego california. 12-18-01."
2001-12-17,Temecula,CA,Sphere,Three shperes
2001-12-15,Moreno Valley,CA,Triangle,Triangular shaped craft sighted.
2001-12-14,Arcadia,CA,Light,"Large, bright stationary light in sky over eastern LA county."
2001-12-14,Santa Ana,CA,Circle,I saw a rouned craft gliding across the sky over the mountains in Southern California.
2001-12-12,Ucaipa,CA,Light,"bright orange,slow moving light seen moving over Yucaipa CA"
2001-12-12,Burbank,CA,Light,"three white globes going in circles then meeting in the middle then smashing togethre then seperating, again, they followed me all arou"
2001-12-10,Napa,CA,Light,"Single green fireball type object, hitting the ground north of Napa, CA."
2001-12-10,Placentia,CA,Oval,orange saucer shaped misty looking object seen in placentia
2001-12-09,Calistoga,CA,Unknown,"Erratic movement of single light which split into two and back to one again repeatedly, as well as hovering."
2001-12-08,Pasadena,CA,Light,white ball of light streaks to earth; makes a 90 degree turn and streaks out of sight
2001-12-05,Big Bear City,CA,Triangle,A triangular shape flys overhead and hovers over trees.
2001-12-04,Anaheim,CA,Formation,"Triangular formations over Anaheim, CA"
2001-12-04,Santa Ana/Garden Grove,CA,Oval,Lighted Blimp south of Disney Land
2001-12-03,San Mateo,CA,Sphere,A spherical craft shot into the air from a large patch of intensely bright light.
2001-12-01,Colton,CA,Formation,"Sighting in Colton, CA"
2001-11-28,Lakewood,CA,Light,Single red light hovering for 20 minutes below the cloud cover.
2001-11-28,Anaheim,CA,Circle,dim light mocing oddly
2001-11-28,Redwood City,CA,Light,Fast moving glowing white light changed direction suddenly and zig-zagged out of sight.
2001-11-28,Rancho Dominguez,CA,Sphere,Brigth silver spheres
2001-11-28,Bellflower,CA,Other,Two small red lights extremeley high. At first sight object dropped what seemed to be a flair.
2001-11-26,Sacramento,CA,Light,sacramento light beam- 11/26/01
2001-11-26,Grover Beach,CA,Light,"It was about 5:40 in the morning , I was leting the dog out and in the sky looking south I saw a bright light traveling west to east At"
2001-11-25,Palo Alto/Stanford,CA,Oval,Bright blue oval-shaped glowing object hovering then proceeding downward
2001-11-25,Foster City,CA,Rectangle,"Green glowing square/rectangle shape with trail seen 11/25/01, Foster City CA"
2001-11-25,Oakland,CA,Light,"Fast moving Green light over Oakland, CA"
2001-11-25,Fresno,CA,Light,Bright rapidly moving blue white light
2001-11-25,Modesto,CA,Other,"I saw a bright light in the sky, it looked like a small plane,it was florescent aqua blue and looked like it was crashing."
2001-11-24,Sacramento,CA,Fireball,Giant fireball like that seen in recent singapor video appears than vanishes.
2001-11-24,Van Nuys,CA,Circle,"background of sky - deep blue Too high maybe over 60,000 fts or more"
2001-11-23,Redlands,CA,Oval,"ufo sighting in redlands, california"
2001-11-22,Los Angeles,CA,Sphere,5-6 glowing orange spheres shoot across the Hollywood skyline Thanksgiving night 2001.
2001-11-21,Morgan Hill,CA,Light,"It was a light moving across the sky, but then it turned into 3 lights that were circling, then it shot a light out of it."
2001-11-21,San Diego,CA,Other,I was driving on freeway when I saw two boomerang shaped objects flying slowly in the sky. All of a sudden as If they knew I saw it the
2001-11-19,Palo Alto,CA,Unknown,strange aircraft over Palo Alto
2001-11-19,San Diego,CA,Other,"Wedge shaped UFO spotted over San Diego, CA 11/19/01"
2001-11-18,Foster City,CA,Triangle,Bay Area Sighting During the Morning of the Peak of Leonid Meteor Shower
2001-11-18,Chico,CA,Triangle,Huge slow flying triangular object blocking out sky during meteor shower on california's I-5 outside chico.
2001-11-18,San Francisco,CA,Light,Two amber glowing lights in San Francisco sky.
2001-11-18,Modesto,CA,Circle,"known about this object for about 35 years and finally got a picture. you need to see before you beleive it. the sound couldn""t be hear"
2001-11-18,Modesto,CA,Circle,I wanted to photograph comets on 11/18/01 and put my camera on a star that has meany times showed me pictures. I filmed for 3hrs and lo
2001-11-17,Spring Valley,CA,Light,"Satallite/faint star-like object  does 90 degree angles, circles, and splits in two."
2001-11-17,Pasadena,CA,Changing,"Two glowing jellyfish-like objects float across Pasadena, CA sky"
2001-11-17,San Mateo,CA,Triangle,I saw a dark triangle shaped craft with three red dots on the bottom of the craft moving at a fast speed.
2001-11-16,North Hollywood,CA,Cigar,Cigar shaped object with 3 bright round white lights
2001-11-15,Monterey,CA,Oval,Cloaked UFO appears in chemtrail pictures
2001-11-14,Westlake Village,CA,Sphere,"redish-orange light moves across sky,hovers,drops a substance,then rapidly disapears"
2001-11-14,Los Angeles,CA,Circle,Round metalic object over Los Angeles which disappeared after several seconds
2001-11-13,Studio City,CA,Triangle,"Night time triangular UFO sighted at close range flying very low and very slow over a major, busy, metropolitan area."
2001-11-13,San Diego,CA,Triangle,Triangular Shaped Silent Craft with Red Lights Manouvers Over San Diego
2001-11-12,South Lake Tahoe,CA,Disk,same as above
2001-11-04,Norwalk,CA,Formation,"looked like an attack formation, government knows about them just won't say"
2001-11-04,Sacramento,CA,Disk,"I am reporting this event for my wife - who on November 4th - 2001 sometime between 12:00 and 1:30 in the afternoon, claims that there"
2001-11-02,Roseville,CA,Light,Bright light over I-80 East at Douglas. The light shot horizontally toward the East leaving a trail of light and disappeared.
2001-11-01,Fairfield,CA,Circle,"Big, round, and glowing white, flipped from one side to the other seeing the black center, and watching it drop gold particules."
2001-10-31,Glendora,CA,Disk,Saucer in the San Gabriel Valley
2001-10-31,Glendora,CA,Disk,Saucer seen in the San Gabriel Valley
2001-10-31,Arcadia,CA,Disk,"A large flying saucer with white lights all around it, in the greater L. A. area,"
2001-10-31,Monterey,CA,Changing,As I was panning my Iphone from the sun to the shore line I captured what appeared to be a RED glowing object with a WHITE center resem
2001-10-31,Rancho Cucamonga,CA,Fireball,fireball /2 nights in a row / no thanks!
2001-10-29,Rancho Cucamonga,CA,Fireball,"Pulsing orange light, hovering, sparking, and dimming until fading completely."
2001-10-27,Sebastopol,CA,Disk,Our car  began to stall and the craft showed up and was hovering over our car all the way home.  then hovered over our house at a ang
2001-10-27,Sebastopol,CA,Disk,Corroborating my friend's UFO siting - it really happened.
2001-10-27,Roseville,CA,Chevron,"Black, boomerang-shaped tube rotating high over Roseville, CA"
2001-10-26,Santa Monica,CA,Light,something with lights giving off sparks and then disappeared into the night
2001-10-26,Burbank,CA,Other,"Fireball over San Fernando Valley, CA"
2001-10-24,Hayward,CA,Cross,I walked outside with my dogs early wed morning and noticed how bright and pretty the stars were. I noticed a bright bright light up in
2001-10-21,Downey,CA,Oval,Bigger than anny ballon
2001-10-20,Eagle Rock,CA,Changing,circling  hazy  light with a small red light below and some times blinking from top
2001-10-15,Garden Valley,CA,Fireball,"Witnessed bright green ""fireball"" object moving over a hilltop while driving."
2001-10-15,Chico,CA,Other,Unidentified flying man
2001-10-15,Santa Cruz,CA,Disk,"A large, metalic disc over the silcon valley region of California."
2001-10-13,Stockton,CA,Triangle,triangle stealth like object.
2001-10-11,Grass Valley,CA,Triangle,"Three bright white lights in a row, in the sky."
2001-10-10,Fresno,CA,Changing,"Objects were sighted driving north on Highway 5 in California's central valley after night fall, not far past ""Kettleman/Fresno"" exit s"
2001-10-10,Hayward,CA,Circle,FALLING STAR  STOPS  'SHOTS OUT  DOZENS OF RED POINTS OF LIGHT
2001-10-09,Sacramento,CA,Disk,Being clear sunny early morning that made it so unbelevaible  that i just can't deny what i saw. for the second time.
2001-10-07,Lake Elsinore,CA,Light,"UFO sighting from the Ortega Mountains, dim red turned to bright light moving towards us."
2001-10-04,Barstow,CA,Circle,"I was traveling on Interstate 40 at 7:00 when I saw a beautiful sunset of the desert, on vacation on the colorado river, in Needles. I"
2001-10-03,Devore/Muscoy/San Bernardino,CA,Other,"The craft was shaped like the planet Saturn.  It was translucent, with thousands of orange lights flashing in random order.  It was hug"
2001-10-01,interstate 5 or tributary between Vasilia and Sacrammento,CA,Triangle,"black triangle , 3 lights, silent swift movement, near air force base"
2001-09-30,Running Springs,CA,Fireball,Large Fireball seen in the sky moving from west to east.
